class,car_name,livery_name,livery_id,is_mod
Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #98,62,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #911,51,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #2,52,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #4,53,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #14,54,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #20,55,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #29,56,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #34,57,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #41,58,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #70,59,FALSE
Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #94,60,FALSE
Cat620R,Caterham 620R,Caterham 620R - Tom Keller #01,51,FALSE
Cat620R,Caterham 620R,Caterham 620R - Tim Becker #02,52,FALSE
Cat620R,Caterham 620R,Caterham 620R - Rodolfo James #03,53,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mikka Pauli #04,54,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mike Reynolds #05,55,FALSE
Cat620R,Caterham 620R,Caterham 620R - Melvin Morton #06,56,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mark Turner #07,57,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mark Blunt #08,58,FALSE
Cat620R,Caterham 620R,Caterham 620R - Kevin Carpenter #09,59,FALSE
Cat620R,Caterham 620R,Caterham 620R - Kenneth Todd #10,60,FALSE
Cat620R,Caterham 620R,Caterham 620R - Keith Blair #11,61,FALSE
Cat620R,Caterham 620R,Caterham 620R - Karl Fuller #12,62,FALSE
Cat620R,Caterham 620R,Caterham 620R - Julian Rivera #13,63,FALSE
Cat620R,Caterham 620R,Caterham 620R - Jose Simon #14,64,FALSE
Cat620R,Caterham 620R,Caterham 620R - Sergio Jones #15,65,FALSE
Cat620R,Caterham 620R,Caterham 620R - Jean Alegro #16,66,FALSE
Cat620R,Caterham 620R,Caterham 620R - Jackie Logan #17,67,FALSE
Cat620R,Caterham 620R,Caterham 620R - Hanz Fritz #18,68,FALSE
Cat620R,Caterham 620R,Caterham 620R - Garry Berg #19,69,FALSE
Cat620R,Caterham 620R,Caterham 620R - David Collins #20,70,FALSE
Cat620R,Caterham 620R,Caterham 620R - Darren Phill #21,71,FALSE
Cat620R,Caterham 620R,Caterham 620R - Christian Rodgers #22,72,FALSE
Cat620R,Caterham 620R,Caterham 620R - Chris Osborne #23,73,FALSE
Cat620R,Caterham 620R,Caterham 620R - Billy Parks #24,74,FALSE
Cat620R,Caterham 620R,Caterham 620R - Gyda Marvik #25,75,FALSE
Cat620R,Caterham 620R,Caterham 620R - Chris Shire #26,76,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Tim Childress #00,51,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Carolyn Jenners #63,52,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Omar Uppen #01,53,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Mark Roberts #02,54,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Jim Elvery #03,55,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Neil Connor #04,56,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Dave Ripley #5,57,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Ben Gilles #05,58,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Mark Askith #12,59,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Stephen Jill #22,60,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - John Timberlake #77,61,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Chris Welsh #27,62,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Ben Gilles #35,63,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Paul Verne #27,64,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Jay McDonald #35,65,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Mike OReilly #33,66,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - James Cassidy #37,67,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Erick Tyler #41,68,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - John Stiles #42,69,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Alex Helin #52,70,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Spencer Owen #85,71,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - James Birdwell #92,72,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Paul Brady #98,73,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Darin Phillips #99,74,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #00,51,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #7,52,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #1,53,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #2,54,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #5,55,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #9,56,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #6,57,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #8,58,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #11,59,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #33,60,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #15,61,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #26,62,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #18,63,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #23,64,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #20,65,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #25,66,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #35,67,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #49,68,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #45,69,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #64,70,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #53,71,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #54,72,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #76,73,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #98,74,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #61 G.Zupan Skin,75,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #83 A.Nenes Skin,76,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #00,51,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #7,52,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #1,53,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #2,54,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #5,55,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #9,56,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #6,57,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #8,58,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #11,59,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #33,60,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #15,61,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #26,62,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #18,63,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #23,64,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #20,65,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #25,66,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #35,67,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #49,68,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #45,69,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #64,70,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #53,71,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #54,72,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #76,73,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #98,74,FALSE
cliocup,Renault Clio Cup,WDE Motorsport #82,51,TRUE
cliocup,Renault Clio Cup,Team JAE Brakes #4,52,TRUE
cliocup,Renault Clio Cup,Team JAE Brakes #5,53,TRUE
cliocup,Renault Clio Cup,Zavima Motorsport #16,54,TRUE
cliocup,Renault Clio Cup,Zavima Motorsport #17,55,TRUE
cliocup,Renault Clio Cup,XtremeIC Motorsport #24,56,TRUE
cliocup,Renault Clio Cup,XtremeIC Motorsport #25,57,TRUE
cliocup,Renault Clio Cup,Team Base One #10,58,TRUE
cliocup,Renault Clio Cup,Team Base One #11,59,TRUE
cliocup,Renault Clio Cup,BNS Birdia Racing #163,60,TRUE
cliocup,Renault Clio Cup,BNS Birdia Racing #164,61,TRUE
cliocup,Renault Clio Cup,MIST Racing Team #129,62,TRUE
cliocup,Renault Clio Cup,MIST Racing Team #130,63,TRUE
cliocup,Renault Clio Cup,Vane Cooling Systems #39,64,TRUE
cliocup,Renault Clio Cup,Vane Cooling Systems #40,65,TRUE
cliocup,Renault Clio Cup,Team Nettleship Exports #145,66,TRUE
cliocup,Renault Clio Cup,Team Nettleship Exports #146,67,TRUE
cliocup,Renault Clio Cup,Team Project CARS #62,68,TRUE
cliocup,Renault Clio Cup,Team Project CARS #63,69,TRUE
cliocup,Renault Clio Cup,Team Dominium Musk #52,70,TRUE
cliocup,Renault Clio Cup,Team Dominium Musk #53,71,TRUE
cliocup,Renault Clio Cup,Vollmer Motor Racing #87,72,TRUE
cliocup,Renault Clio Cup,Vollmer Motor Racing #88,73,TRUE
cliocup,Renault Clio Cup,Sobrent Motorsport #192,74,TRUE
cliocup,Renault Clio Cup,Sobrent Motorsport #193,75,TRUE
cliocup,Renault Clio Cup,Almynec Racing #58,76,TRUE
cliocup,Renault Clio Cup,Almynec Racing #59,77,TRUE
cliocup,Renault Clio Cup,Team GedK Gloves #28,78,TRUE
cliocup,Renault Clio Cup,Team GedK Gloves #29,79,TRUE
cliocup,Renault Clio Cup,CRCP Racing Team #31,80,TRUE
cliocup,Renault Clio Cup,CRCP Racing Team #32,81,TRUE
cliocup,Renault Clio Cup,JFB Motorsport #19,82,TRUE
cliocup,Renault Clio Cup,JFB Motorsport #20,83,TRUE
cliocup,Renault Clio Cup,Shalstrone Systems #176,84,TRUE
cliocup,Renault Clio Cup,Shalstrone Systems #177,85,TRUE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #4,51,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #8,52,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #21,53,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #28,54,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #38,55,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #55,56,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #56,57,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #66,58,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #6,51,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #7,52,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #18,53,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #19,54,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #36,55,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #37,56,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #65,57,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #95,58,FALSE
CopaClassicB,MINI Cooper S 1965 B,MINI Cooper S #99,51,FALSE
CopaClassicB,MINI Cooper S 1965 B,MINI Cooper S #122,52,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #2,51,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #3,52,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #5,53,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #9,54,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #10,55,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #57,56,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #69,57,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #118,58,FALSE
CopaClassicB,Puma GTE,Puma GTE #3,51,FALSE
CopaClassicB,Puma GTE,Puma GTE #7,52,FALSE
CopaClassicB,Puma GTE,Puma GTE #16,53,FALSE
CopaClassicB,Puma GTE,Puma GTE #25,54,FALSE
CopaClassicB,Puma GTE,Puma GTE #48,55,FALSE
CopaClassicB,Puma GTE,Puma GTE #57,56,FALSE
CopaClassicB,Puma GTE,Puma GTE #79,57,FALSE
CopaClassicB,Puma GTE,Puma GTE #100,58,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #11,51,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #13,52,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #14,53,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #15,54,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #39,55,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #87,56,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #8,51,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #9,52,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #12,53,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #13,54,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #56,55,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #57,56,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #27,51,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #33,52,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #34,53,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #28,54,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #77,55,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #78,56,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #29,51,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #30,52,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #31,53,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #32,54,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #58,55,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #88,56,FALSE
CopaClassicFL,Puma GTB,Puma GTB #4,51,FALSE
CopaClassicFL,Puma GTB,Puma GTB #25,52,FALSE
CopaClassicFL,Puma GTB,Puma GTB #52,53,FALSE
CopaClassicFL,Puma GTB,Puma GTB #92,54,FALSE
CopaClassicFL,Puma GTB,Puma GTB #93,55,FALSE
CopaClassicFL,Puma GTB,Puma GTB #94,56,FALSE
CopaFusca,Copa Fusca,Copa Fusca #7,51,FALSE
CopaFusca,Copa Fusca,Copa Fusca #8,52,FALSE
CopaFusca,Copa Fusca,Copa Fusca #09 - L.Gonzaga Skin,53,FALSE
CopaFusca,Copa Fusca,Copa Fusca #12,54,FALSE
CopaFusca,Copa Fusca,Copa Fusca #14,55,FALSE
CopaFusca,Copa Fusca,Copa Fusca #18,56,FALSE
CopaFusca,Copa Fusca,Copa Fusca #20 - M.Cruz Skin,57,FALSE
CopaFusca,Copa Fusca,Copa Fusca #22,58,FALSE
CopaFusca,Copa Fusca,Copa Fusca #34,59,FALSE
CopaFusca,Copa Fusca,Copa Fusca #36,60,FALSE
CopaFusca,Copa Fusca,Copa Fusca #42,61,FALSE
CopaFusca,Copa Fusca,Copa Fusca #44,62,FALSE
CopaFusca,Copa Fusca,Copa Fusca #47,63,FALSE
CopaFusca,Copa Fusca,Copa Fusca #52,64,FALSE
CopaFusca,Copa Fusca,Copa Fusca #60,65,FALSE
CopaFusca,Copa Fusca,Copa Fusca #61 - T.Donut Skin,66,FALSE
CopaFusca,Copa Fusca,Copa Fusca #74,67,FALSE
CopaFusca,Copa Fusca,Copa Fusca #77,68,FALSE
CopaFusca,Copa Fusca,Copa Fusca #84,69,FALSE
CopaFusca,Copa Fusca,Copa Fusca #88,70,FALSE
CopaFusca,Copa Fusca,Copa Fusca #98,71,FALSE
CopaFusca,Copa Fusca,Copa Fusca #99,72,FALSE
CopaFusca,Copa Fusca,Copa Fusca #777,73,FALSE
CopaFusca,Copa Fusca,Copa Fusca #00 - F.Silva Skin,74,FALSE
