class,car_name,livery_name,livery_id,is_mod
Cat_Academy,Caterham Academy,Caterham Academy - Alex Helin #52,70,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Spencer Owen #85,71,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - James Birdwell #92,72,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Paul Brady #98,73,FALSE
Cat_Academy,Caterham Academy,Caterham Academy - Darin Phillips #99,74,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #00,51,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #7,52,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #1,53,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #2,54,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #5,55,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #9,56,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #6,57,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #8,58,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #11,59,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #33,60,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #15,61,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #26,62,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #18,63,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #23,64,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #20,65,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #25,66,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #35,67,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #49,68,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #45,69,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #64,70,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #53,71,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #54,72,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #76,73,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #98,74,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #61 G.Zupan Skin,75,FALSE
Cat_Superlight,Caterham Superlight,Caterham Superlight #83 A.Nenes Skin,76,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #00,51,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #7,52,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #1,53,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #2,54,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #5,55,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #9,56,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #6,57,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #8,58,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #11,59,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #33,60,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #15,61,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #26,62,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #18,63,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #23,64,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #20,65,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #25,66,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #35,67,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #49,68,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #45,69,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #64,70,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #53,71,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #54,72,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #76,73,FALSE
Cat_Supersport,Caterham Supersport,Caterham Supersport #98,74,FALSE
Cat620R,Caterham 620R,Caterham 620R - Tom Keller #01,51,FALSE
Cat620R,Caterham 620R,Caterham 620R - Tim Becker #02,52,FALSE
Cat620R,Caterham 620R,Caterham 620R - Rodolfo James #03,53,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mikka Pauli #04,54,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mike Reynolds #05,55,FALSE
Cat620R,Caterham 620R,Caterham 620R - Melvin Morton #06,56,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mark Turner #07,57,FALSE
Cat620R,Caterham 620R,Caterham 620R - Mark Blunt #08,58,FALSE
Cat620R,Caterham 620R,Caterham 620R - Kevin Carpenter #09,59,FALSE
Cat620R,Caterham 620R,Caterham 620R - Kenneth Todd #10,60,FALSE
Cat620R,Caterham 620R,Caterham 620R - Keith Blair #11,61,FALSE
Cat620R,Caterham 620R,Caterham 620R - Karl Fuller #12,62,FALSE
Cat620R,Caterham 620R,Caterham 620R - Julian Rivera #13,63,FALSE
Cat620R,Caterham 620R,Caterham 620R - Jose Simon #14,64,FALSE
Cat620R,Caterham 620R,Caterham 620R - Sergio Jones #15,65,FALSE
Cat620R,Caterham 620R,Caterham 620R - Jean Alegro #16,66,FALSE
Cat620R,Caterham 620R,Caterham 620R - Jackie Logan #17,67,FALSE
Cat620R,Caterham 620R,Caterham 620R - Hanz Fritz #18,68,FALSE
Cat620R,Caterham 620R,Caterham 620R - Garry Berg #19,69,FALSE
Cat620R,Caterham 620R,Caterham 620R - David Collins #20,70,FALSE
Cat620R,Caterham 620R,Caterham 620R - Darren Phill #21,71,FALSE
Cat620R,Caterham 620R,Caterham 620R - Christian Rodgers #22,72,FALSE
Cat620R,Caterham 620R,Caterham 620R - Chris Osborne #23,73,FALSE
Cat620R,Caterham 620R,Caterham 620R - Billy Parks #24,74,FALSE
Cat620R,Caterham 620R,Caterham 620R - Gyda Marvik #25,75,FALSE
Cat620R,Caterham 620R,Caterham 620R - Chris Shire #26,76,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #4,51,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #8,52,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #21,53,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #28,54,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #38,55,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #55,56,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #56,57,FALSE
CopaClassicB,Chevrolet Chevette,Chevrolet Chevette #66,58,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #6,51,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #7,52,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #18,53,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #19,54,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #36,55,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #37,56,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #65,57,FALSE
CopaClassicB,Gol Classic B,Gol Classic B #95,58,FALSE
CopaClassicB,MINI Cooper S 1965 B,MINI Cooper S #99,51,FALSE
CopaClassicB,MINI Cooper S 1965 B,MINI Cooper S #122,52,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #2,51,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #3,52,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #5,53,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #9,54,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #10,55,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #57,56,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #69,57,FALSE
CopaClassicB,Passat Classic B,Passat Classic B #118,58,FALSE
CopaClassicB,Puma GTE,Puma GTE #3,51,FALSE
CopaClassicB,Puma GTE,Puma GTE #7,52,FALSE
CopaClassicB,Puma GTE,Puma GTE #16,53,FALSE
CopaClassicB,Puma GTE,Puma GTE #25,54,FALSE
CopaClassicB,Puma GTE,Puma GTE #48,55,FALSE
CopaClassicB,Puma GTE,Puma GTE #57,56,FALSE
CopaClassicB,Puma GTE,Puma GTE #79,57,FALSE
CopaClassicB,Puma GTE,Puma GTE #100,58,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #11,51,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #13,52,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #14,53,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #15,54,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #39,55,FALSE
CopaClassicB,Uno Classic B,Uno Classic B #87,56,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #8,51,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #9,52,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #12,53,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #13,54,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #56,55,FALSE
CopaClassicFL,Fusca Classic FL,Fusca Classic FL #57,56,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #27,51,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #33,52,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #34,53,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #28,54,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #77,55,FALSE
CopaClassicFL,Gol Classic FL,Gol Classic FL #78,56,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #29,51,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #30,52,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #31,53,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #32,54,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #58,55,FALSE
CopaClassicFL,Passat Classic FL,Passat Classic FL #88,56,FALSE
CopaClassicFL,Puma GTB,Puma GTB #4,51,FALSE
CopaClassicFL,Puma GTB,Puma GTB #25,52,FALSE
CopaClassicFL,Puma GTB,Puma GTB #52,53,FALSE
CopaClassicFL,Puma GTB,Puma GTB #92,54,FALSE
CopaClassicFL,Puma GTB,Puma GTB #93,55,FALSE
CopaClassicFL,Puma GTB,Puma GTB #94,56,FALSE
CopaFusca,Copa Fusca,Copa Fusca #7,51,FALSE
CopaFusca,Copa Fusca,Copa Fusca #8,52,FALSE
CopaFusca,Copa Fusca,Copa Fusca #09 - L.Gonzaga Skin,53,FALSE
CopaFusca,Copa Fusca,Copa Fusca #12,54,FALSE
CopaFusca,Copa Fusca,Copa Fusca #14,55,FALSE
CopaFusca,Copa Fusca,Copa Fusca #18,56,FALSE
CopaFusca,Copa Fusca,Copa Fusca #20 - M.Cruz Skin,57,FALSE
CopaFusca,Copa Fusca,Copa Fusca #22,58,FALSE
CopaFusca,Copa Fusca,Copa Fusca #34,59,FALSE
CopaFusca,Copa Fusca,Copa Fusca #36,60,FALSE
CopaFusca,Copa Fusca,Copa Fusca #42,61,FALSE
CopaFusca,Copa Fusca,Copa Fusca #44,62,FALSE
CopaFusca,Copa Fusca,Copa Fusca #47,63,FALSE
CopaFusca,Copa Fusca,Copa Fusca #52,64,FALSE
CopaFusca,Copa Fusca,Copa Fusca #60,65,FALSE
CopaFusca,Copa Fusca,Copa Fusca #61 - T.Donut Skin,66,FALSE
CopaFusca,Copa Fusca,Copa Fusca #74,67,FALSE
CopaFusca,Copa Fusca,Copa Fusca #77,68,FALSE
CopaFusca,Copa Fusca,Copa Fusca #84,69,FALSE
CopaFusca,Copa Fusca,Copa Fusca #88,70,FALSE
CopaFusca,Copa Fusca,Copa Fusca #98,71,FALSE
CopaFusca,Copa Fusca,Copa Fusca #99,72,FALSE
CopaFusca,Copa Fusca,Copa Fusca #777,73,FALSE
CopaFusca,Copa Fusca,Copa Fusca #00 - F.Silva Skin,74,FALSE
CopaFusca,Copa Fusca,Copa Fusca #888 - F.Goncalves Skin,75,FALSE
CopaFusca,Copa Fusca,Copa Fusca #3422 - T.Emilsen Skin,76,FALSE
CopaTruck,Iveco Stralis,Danilo Alamini #00,51,FALSE
CopaTruck,Iveco Stralis,Felipe Giaffone #4,52,FALSE
CopaTruck,Iveco Stralis,Djalma Pivetta #21,53,FALSE
CopaTruck,Iveco Stralis,Luiz Lopes #99,54,FALSE
CopaTruck,MAN TGX,Clodoaldo Monteiro #17,51,FALSE
CopaTruck,MAN TGX,Luiz Carlos Zapelini #22,52,FALSE
CopaTruck,Mercedes-Benz Actros,Pedro Paulo Fernandes #29,51,FALSE
CopaTruck,Mercedes-Benz Actros,Gabriel Robe #35,52,FALSE
CopaTruck,Mercedes-Benz Actros,Daniel Kelemen #45,53,FALSE
CopaTruck,Volkswagen Constellation,Renato Martins #9,51,FALSE
CopaTruck,Volkswagen Constellation,Paulo Salustiano #55,52,FALSE
CopaTruck,Volkswagen Constellation,Beto Monteiro #88,53,FALSE
CopaTruck,Vulkan Truck,Vulkan #33,51,FALSE
CopaTruck,Vulkan Truck,Vulkan #47,52,FALSE
CopaTruck,Vulkan Truck,Vulkan #83,53,FALSE
CopaTruck,Vulkan Truck,Vulkan #85,54,FALSE
CopaUno,Copa Uno,Copa Uno #2,51,FALSE
CopaUno,Copa Uno,Copa Uno #3 - C.Andre Skin,52,FALSE
CopaUno,Copa Uno,Copa Uno #4,53,FALSE
CopaUno,Copa Uno,Copa Uno #5,54,FALSE
CopaUno,Copa Uno,Copa Uno #6,55,FALSE
CopaUno,Copa Uno,Copa Uno #7 - G.Vieira Skin,56,FALSE
CopaUno,Copa Uno,Copa Uno #8,57,FALSE
CopaUno,Copa Uno,Copa Uno #9,58,FALSE
CopaUno,Copa Uno,Copa Uno #10 - R.Radaell Skin,59,FALSE
CopaUno,Copa Uno,Copa Uno #11,60,FALSE
CopaUno,Copa Uno,Copa Uno #12,61,FALSE
CopaUno,Copa Uno,Copa Uno #13,62,FALSE
CopaUno,Copa Uno,Copa Uno #14 - H.Wirl Skin,63,FALSE
CopaUno,Copa Uno,Copa Uno #15 - J.Guimaraes Skin,64,FALSE
CopaUno,Copa Uno,Copa Uno #16,65,FALSE
CopaUno,Copa Uno,Copa Uno #17,66,FALSE
CopaUno,Copa Uno,Copa Uno #18,67,FALSE
CopaUno,Copa Uno,Copa Uno #22,68,FALSE
CopaUno,Copa Uno,Copa Uno #23,69,FALSE
CopaUno,Copa Uno,Copa Uno #27,70,FALSE
CopaUno,Copa Uno,Copa Uno #28,71,FALSE
CopaUno,Copa Uno,Copa Uno #33,72,FALSE
CopaUno,Copa Uno,Copa Uno #36,73,FALSE
CopaUno,Copa Uno,Copa Uno #47,74,FALSE
CopaUno,Copa Uno,Copa Uno #69,75,FALSE
CopaUno,Copa Uno,Copa Uno #77,76,FALSE
CopaUno,Copa Uno,Copa Uno #88,77,FALSE
CopaUno,Copa Uno,Copa Uno #99,78,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #01,51,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #02,52,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #03,53,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #04,54,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #05,55,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #06,56,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #07,57,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #08,58,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #09,59,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #10,60,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #12,61,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #17,62,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #22,63,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #43,64,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #84,65,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #86,66,FALSE
DPI,Cadillac DPi-VR,Cadillac DPi-V.R #87,67,FALSE
F-3,Dallara F301,Anderson Motorsport #19,51,FALSE
F-3,Dallara F301,Anderson Motorsport #21,52,FALSE
F-3,Dallara F301,Furio Racing #17,53,FALSE
F-3,Dallara F301,Furio Racing #26,54,FALSE
F-3,Dallara F301,Gordini G.P. #27,55,FALSE
F-3,Dallara F301,Gordini G.P. #28,56,FALSE
F-3,Dallara F301,Power On Motors #43,57,FALSE
F-3,Dallara F301,Kota Racing #46,58,FALSE
F-3,Dallara F301,Kota Racing #71,59,FALSE
F-3,Dallara F301,Distop Motors #77,60,FALSE
F-3,Dallara F301,Distop Motors #78,61,FALSE
F-3,Dallara F301,Reiza G.P. Community Skin #96,62,FALSE
F-3,Dallara F309,Index Racing #3 - E.Lima Skin,51,FALSE
F-3,Dallara F309,Cesare Racing #5,52,FALSE
F-3,Dallara F309,Scorpion Racing #6 - A.Di Pietro Skin,53,FALSE
F-3,Dallara F309,Mellow Motorsports #7 - L.Nogueira Skin,54,FALSE
F-3,Dallara F309,Formula Sport #8,55,FALSE
F-3,Dallara F309,BR Motorsport #9,56,FALSE
F-3,Dallara F309,Carbone G.P. #13,57,FALSE
F-3,Dallara F309,Prop Racing #17,58,FALSE
F-3,Dallara F309,GRNDWRK Racing #18 - R.Souza Skin,59,FALSE
F-3,Dallara F309,V-Room Racing #25,60,FALSE
F-3,Dallara F309,Tibex Motorsport #31,61,FALSE
F-3,Dallara F309,Luminis Engineering #34,62,FALSE
F-3,Dallara F309,Pacific G.P. #37 - T.Emanuel Skin,63,FALSE
F-3,Dallara F309,Granado Racing #59,64,FALSE
F-3,Dallara F309,Index Racing #77 - R.Cascaes Skin,65,FALSE
F-3,Dallara F309,HighSport Racing #84,66,FALSE
F-3,Dallara F309,Power On Racing #86,67,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Surrey Racing #14,51,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Surrey Racing #99,52,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,DNA-US #5,53,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,DNA-US #6,54,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Didcot Racing #17,55,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Didcot Racing #18,56,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Bradley Motorsports #25,57,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Bradley Motorsports #26,58,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Scuderia Forza #35,59,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model1,Scuderia Forza #36,60,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,United Racing #3,51,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,United Racing #4,52,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,McLean G.P. #7,53,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,McLean G.P. #8,54,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Deutsch Speed Racing #13,55,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Deutsch Speed Racing #14,56,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Scuderia Milano #15,57,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Scuderia Milano #16,58,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Bolt G.P. #23,59,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Bolt G.P. #24,60,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Lione G.P. #27,61,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Lione G.P. #28,62,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Scuderia Faenza Girardi #32,63,FALSE
F-Classic_Gen1,Formula Classic Gen1 Model2,Scuderia Faenza Girardi #33,64,FALSE
F-Classic_Gen1,Lotus Renault 98T,Team Lotus 98T #11,51,FALSE
F-Classic_Gen1,Lotus Renault 98T,Team Lotus 98T #12,52,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Aero-Flight G.P. #14,51,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Aero-Flight G.P. #99,52,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Lione G.P. #15,53,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Lione G.P. #16,54,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Didcot Racing #17,55,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Didcot Racing #18,56,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Scuderia Faenza Girardi #23,57,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model1,Scuderia Faenza Girardi #24,58,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,United Racing #3,51,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,United Racing #4,52,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,Deutsch Speed Racing #9,53,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,Deutsch Speed Racing #10,54,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,Dial Racing #27,55,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,Dial Racing #28,56,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,EuroUno Racing #32,57,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model2,EuroUno Racing #33,58,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model3,Newcyan Racing #5,51,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model3,Newcyan Racing #6,52,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model3,Team Hornsey #19,53,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model3,Team Hornsey #20,54,FALSE
F-Classic_Gen2,Formula Classic Gen2 Model3,Bolt G.P. #25,55,FALSE
